      0,0          137.312          4       34.328,0       32.976,0       32.704       38.656      2.890,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.480          3       36.160,0       35.680,0       34.432       38.368      2.011,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.320          3        5.440,0        5.472,0        4.256        6.592      1.168,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.560          4       32.640,0       32.096,0       31.232       35.136      1.713,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.568          3       36.522,0       35.520,0       34.784       39.264      2.402,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.840          3        5.280,0        5.216,0        4.032        6.592      1.281,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          138.720          4       34.680,0       33.536,0       33.152       38.496      2.563,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          117.472          3       39.157,0       38.560,0       37.056       41.856      2.455,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.976          3        7.658,0        7.968,0        6.432        8.576      1.105,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.176          4       32.544,0       31.472,0       31.168       36.064      2.351,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.896          3       36.298,0       35.264,0       34.432       39.200      2.546,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.192          3        5.397,0        5.280,0        4.224        6.688      1.236,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          132.256          4       33.064,0       32.080,0       31.840       36.256      2.131,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.432          3       36.810,0       35.872,0       35.168       39.392      2.263,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.256          3        5.418,0        5.504,0        4.032        6.720      1.346,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.344          4       32.336,0       31.536,0       31.136       35.136      1.881,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.144          3       36.714,0       35.456,0       35.104       39.584      2.491,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.128          3        5.376,0        5.440,0        4.064        6.624      1.281,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.464          4       32.616,0       31.616,0       31.168       36.064      2.337,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.832          3       36.277,0       35.808,0       34.752       38.272      1.806,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.416          3        5.472,0        5.472,0        4.032        6.912      1.440,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          145.600          4       36.400,0       35.408,0       34.528       40.256      2.604,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          122.304          3       40.768,0       40.544,0       38.528       43.232      2.360,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.272          3        7.424,0        7.072,0        5.600        9.600      2.023,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          132.128          4       33.032,0       32.096,0       31.872       36.064      2.024,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.672          3       36.224,0       35.904,0       34.464       38.304      1.939,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.608          3        5.536,0        5.568,0        4.192        6.848      1.328,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          137.248          4       34.312,0       33.072,0       32.704       38.400      2.736,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.656          3       38.218,0       37.760,0       36.032       40.864      2.448,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.592          3        7.530,0        8.064,0        6.304        8.224      1.065,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          145.920          4       36.480,0       35.232,0       34.720       40.736      2.878,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          120.480          3       40.160,0       39.008,0       38.720       42.752      2.249,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.624          3        7.541,0        8.032,0        6.272        8.320      1.108,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.056          4       32.264,0       31.296,0       31.136       35.328      2.046,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.640          3       36.213,0       35.904,0       34.304       38.432      2.081,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.672          3        5.557,0        5.504,0        4.256        6.912      1.328,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.208          4       32.552,0       31.600,0       31.168       35.840      2.229,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.928          3       36.309,0       35.936,0       34.368       38.624      2.152,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.672          3        5.557,0        5.536,0        4.224        6.912      1.344,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.304          4       32.576,0       31.776,0       31.136       35.616      2.065,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.728          3       36.576,0       35.872,0       34.304       39.552      2.693,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.256          3        5.418,0        5.312,0        4.096        6.848      1.379,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.368          4       32.592,0       31.888,0       31.168       35.424      1.928,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.096          3       36.032,0       35.520,0       34.336       38.240      2.001,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.936          3        5.312,0        5.216,0        4.000        6.720      1.362,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.496          4       32.624,0       31.584,0       31.168       36.160      2.382,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.896          3       36.298,0       35.968,0       34.688       38.240      1.798,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.968          3        5.322,0        5.344,0        4.032        6.592      1.280,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.464          4       32.616,0       32.000,0       31.200       35.264      1.805,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.632          3       36.544,0       35.840,0       34.656       39.136      2.321,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.512          3        5.504,0        5.312,0        4.384        6.816      1.227,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.648          4       32.912,0       32.128,0       31.200       36.192      2.230,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.960          3       36.320,0       35.968,0       34.464       38.528      2.054,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.672          3        5.557,0        5.504,0        4.544        6.624      1.041,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          135.424          4       33.856,0       32.832,0       32.736       37.024      2.112,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.112          3       38.037,0       37.120,0       36.064       40.928      2.558,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.976          3        7.658,0        7.872,0        6.464        8.640      1.103,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.640          4       34.160,0       33.296,0       32.736       37.312      2.151,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.912          3       38.304,0       38.272,0       36.000       40.640      2.320,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.368          3        7.456,0        7.968,0        6.336        8.064        971,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.976          4       32.744,0       31.920,0       31.136       36.000      2.201,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.176          3       36.725,0       36.320,0       34.624       39.232      2.330,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.808          3        5.269,0        5.280,0        3.840        6.688      1.424,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.472          4       32.368,0       31.616,0       31.168       35.072      1.841,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.568          3       36.522,0       36.128,0       34.752       38.688      1.997,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.736          3        5.578,0        5.728,0        4.000        7.008      1.509,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.368          4       32.592,0       31.600,0       31.136       36.032      2.308,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.672          3       36.224,0       35.776,0       34.528       38.368      1.958,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           17.344          3        5.781,0        5.920,0        4.640        6.784      1.078,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.784          4       32.696,0       31.664,0       31.136       36.320      2.458,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.568          3       36.522,0       35.808,0       35.264       38.496      1.730,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.320          3        5.440,0        5.504,0        4.096        6.720      1.313,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.560          4       32.640,0       31.920,0       31.168       35.552      1.973,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.792          3       36.597,0       35.840,0       35.424       38.528      1.684,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.672          3        5.557,0        5.536,0        4.704        6.432        864,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.048          4       32.512,0       31.472,0       31.296       35.808      2.198,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.048          3       36.682,0       35.680,0       35.424       38.944      1.962,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
